,puzzle,solution,clues,difficulty
549,..356....5..4....2.....7...8...2...6...38.4.5.......91.96..43....1.9.....3.1.....,923568174517439682684217953845921736179386425362745891296854317751693248438172569,24,1.7
550,...........953.4...5816.2...8..........24.1.6.36..7....2..9.63......19.7...4....2,642879351719532468358164279284615793597243186136987524421798635865321947973456812,26,1.7
551,...5..83....8..6..2.57..1..3...5....6...2.3...1......7.6.1...2..9..7..4.1.......8,746519832931842675285763194372951486658427319419638257567184923893276541124395768,24,0.0
552,...6..2.7........5.7.....68.3..8.4...6723....12.......5..........14.2.7.......92.,354618297816927345279354168935786412467231859128549736592173684681492573743865921,23,0.0
553,......2737....2.6..1..9.8...2.41....65....79..9.......4......3.....5.....6...1..2,986145273745832169213796845327419658654283791198567324471928536832654917569371482,23,2.5
554,.9...7...1.7.26.9..4.9...122...7......6..2...8..4....5.6......3.8...1...3.4.....7,592147368137826594648953712259378641476512839813469275761284953985731426324695187,25,1.3
555,...8.14.6.5.....179..4....2.4..8......85.....3....78...97..5........2.5.....6...3,732851496854629317961473582549286731178534629326197845297345168683712954415968273,24,1.1
556,.3...6.....4....6...94....2.5.26.....4.9....3..2.8..17.......9.3......7..9.5174..,837126954524798361619453782753261849148975623962384517475832196381649275296517438,25,0.0
557,3..1.....9...4..........98.....91.35.......2.815.3..4...85....1.....4...7.....89.,386159472927348516541762983274891635639475128815236749498527361163984257752613894,23,0.0
558,95.........7.8..56...62...47..91.....8...45.....7.6...1......6.......3..2...7..81,956147238427389156831625794745918623689234517312756849173892465598461372264573981,24,0.0
559,..5......4....6....8.4..961.1.3...2...6..8...92..7......1.5......38..74........36,165792384439186572287435961514369827376218459928574613741653298693821745852947136,24,2.5
560,.5..8.6..91............9.436.....4...8.3.679........2.5..73....2.7...........8..5,753482619914653287826179543632917458485326791179845326598734162267591834341268975,23,2.0
561,......3.4839.....7.....71........4.29.1.65...6..2.....7...........1...2...5..27..,176528394839641257254937186583719462921465873647283519712356948398174625465892731,22,0.0
562,.5......6.1.95..249.3...........1.7.8.45........7.2.6.1.8...2..3...7.8..........5,452317986716958324983426751629841573874563192531792468198635247365274819247189635,24,0.0
563,6.......8.7..82.......734....1..57....8.97..3.......45.....62..1.7...3.94...2....,632154978974682531815973426341865792258497613769231845593716284127548369486329157,25,1.7
564,..74.8..1....3...723.7....9.2...9.6.6.1.83....8......2.96...7.......1..8...9.4...,567498321914532687238716459725149863641283975389657142196825734472361598853974216,26,1.3
565,9....5....8.7.....2761.......1..4.....7..935....2..1.6......2.....8....78..4....5,914365872385792614276148593631584729427619358598237146743956281159823467862471935,23,0.0
566,81..95.........1....7.......5.4.3....3..8.4.6..8..65...4....21.5..312..49........,814295367295637148367841952659473821132589476478126539743968215586312794921754683,25,0.0
567,...9..1......574.........3.4.6.7...........7.2.5.83.....14..9.2.5..39..6.........,583946127129357468647821539496572381318694275275183694731468952854239716962715843,22,0.0
568,2..8....1..4.3..2.6.12..7..75.42.....6...9..7....7.6..34.........9..458..........,295847361874631925631295748753426819468159237912378654347582196129764583586913472,25,1.1
569,.5..16.....1...4..4...8...73....87.....5....11.....59...784.92..4..6......8..7.4.,759416283861732459423985617395128764276594831184673592637841925542369178918257346,26,3.2
570,......6.85......3...6125...3..89..7.28...1.4...........594.8.1...8...4......7....,172943658594687132836125794341892576285761349967354821659438217728519463413276985,24,1.4
571,5..9...2.2.........6...3..4...73......1.2.39.7.25...6.6...5.9.......4.3..45.....1,514967823283145679967283154496738215851426397732519468678351942129874536345692781,25,1.2
572,.......5.....1.3...4235..1...52.39.8.8.7....57.....2.......76...3.5....4..68.....,361472859578916342942358716615243978283791465794685231459127683837569124126834597,25,3.4
573,..9.1..245.....91..36....5...5....369.....2...6...2.8..4..2....6..8........57...8,879315624524768913136249857215987436983456271467132589748621395651893742392574168,25,2.4
574,...2...5..6184......75.13...24.8.....5....9..7......6..461.2....9.....12......63.,439267851561843297287591346924685173653714928718329465346172589895436712172958634,26,0.0
575,...3....81..9.5.4.....712....7....82.8..94.6.69.7...........1.......8..65......9.,952346718178925643364871259417653982283194567695782431826439175749518326531267894,24,1.6
576,..6.8..1.7....3.5....5.43..8..7.....3....6..9.....5.7.....526..1.........4...9.38,536287914714963852298514367859731426371426589462895173987352641123648795645179238,24,1.5
577,9.....5.26.2.91....8.3...1...6.....429......773...8.5....8.4...8.7....21....7.4..,913487562672591843485362719156739284298645137734128956329814675847956321561273498,27,2.1
578,8...4.7.5...2.....5.....328...7.....6....9.73..4.8.9....1...8.673....54........1.,812943765367258491549671328293715684685429173174386952421597836738162549956834217,25,1.3
579,7..6.8.2..89...3....2....6.2....5..7....8..4....3.9..2.6..3.8..89.....7...7......,735618429689724315142953768218465937973182546456379182564237891891546273327891654,24,2.0
580,14.3.72.8...8..9..9...2.....37..16.481......54.....3..2.......7..84........7.6...,146397258725864913983125476537281694819643725462579381254938167678412539391756842,26,0.0
581,2...4...3..69..4.2..8......1.4....3...76......6....7.5..316.2.889...3..7...2.....,215746983736985412948321576184572639527639841369814725453167298892453167671298354,26,2.0
582,.28..9....6.8....19.3..26..4..3....82......9..9....7.5.7.15.........75.4.........,128769453765843921943512687457396218281475396396281745679154832812937564534628179,24,0.0
583,.4.....8......5..13....7.92....8...61.62.....2.....3..8....2..34..7..2...6..4..5.,641923785729865431358417692537184926186239574294576318875692143413758269962341857,24,3.7
584,9.4....6...7.32..8....4.7.3.....9..5...42.3...21.7....56.....8....5.1............,934857162657132948218946753846319275795428316321675894562793481473581629189264537,23,3.4
585,.6.8....2..1......4...93.5...39....7.28.3..61.......2..........6..3.1...73..849..,369815742251476893487293156143962587928537461576148329815729634694351278732684915,25,0.0
586,..9.8.....8..91..37.......1...8....9.7....1....3...658.3..4....6..9...45...61.9..,319486527285791463764352891156834279872569134493127658938245716621978345547613982,25,0.0
587,...2...3...43...6.7....6..45...81.9..........28..5..4.......9.78..49.....1.......,658249731124375869739816254546781392391624578287953146465138927873492615912567483,22,3.5
588,.1..5..3..72.6.....9....14...958.4.........58...2...9....6....52...9.7....487....,618459237472163589593728146369581472721946358845237691937614825286395714154872963,25,1.3
589,7.4.....26..1..3.....27.5.....6.....4....2.37.1....8...2.....8.9...5...4...7.9...,784365192652194378139278546395687421468512937217943865526431789973856214841729653,23,3.9
590,.9...1.42..56.7....4...9......7..15...7.842...........21....7......3..6...6...5.4,793851642825647319641329875482793156167584293359216487214965738578432961936178524,24,0.0
591,2..8...6.......7....491.5..3...4..9..8...6..44...2.3..19...........9...583...7..2,213875469958364721674912583327548196589136274461729358195283647742691835836457912,25,0.0
592,1....2...6..75..4..2...4.....8..5......2....1.4....3.5.8....9...59.6.4..2......7.,174832659693751842825694137918375264536248791742916385487523916359167428261489573,23,1.3
593,...7.2..82....53....7.8.1..5.8....9...6.2......4..8..6..5.1........6.7.99.3...6..,651732948289145367437689125518476293396521874724398516865917432142863759973254681,25,1.4
594,....5...8...1.8.7...........2..4.6.996.5..18...4.......4..2..1...9...83..5..36..2,631754298492168573785293461827341659963572184514689327346827915279415836158936742,25,0.0
595,...6.82.38..........9..2..1.....54..1...9..68485.3...99.......5..1.....6736......,574618293812953647369472851697185432123794568485236719948367125251849376736521984,26,2.4
596,..28..9.3.5.......6.31..5..9...547.64...2...........4...........3.97.1...7....85.,142865973759243681683197524928354716465721398317689245896512437534978162271436859,24,2.8
597,4.....68..128...4.......9...3.........49...7.5.6..81...95..67..7..5...9....7..2.1,459312687612897543387654912938271465124965378576438129295186734741523896863749251,26,0.0
598,7......25..2..8....6..9..8.....67......5....9....1.6........35.3....49...549...1.,789631425532478196461295783293867541176542839845319672918726354327154968654983217,23,1.7
599,..9..7.462....971.3....4..2...9.1.....3....6.1.......8...1.2.94.2.6.3...4.......7,519287346248369715376514982682951473753428169194736528835172694927643851461895237,26,1.7
600,8..4...2.4.1..35.8.2....7...6..9...1.....53...826.........14.........8.5..8..2.1.,896457123471263598523189764765398241149725386382641957957814632214936875638572419,25,3.3
601,.....62..9...231....6.4..9.1.8....7..5.......3.4..7..5.9365...4.....48......1..6.,541986237987523146236741598168295473759438621324167985893652714612374859475819362,26,1.9
602,8..7.9.12....8.74............8.9.6..61.3...8..7......5.3.975.....2.....1..9....6.,843769512591283746267154893328591674615347289974628135136975428782436951459812367,25,0.0
603,..5..9.....6.4.....21....67....3..1.4.3......27..81..46......28...7...9..9......3,345679281786142359921358467568437912413296875279581634637914528854723196192865743,24,1.1
604,7.4......28...71......9......73.6.9.91........6..4.7....59.3..8.9..6........82..7,754621389289437156136895274427356891913278645568149732675913428892764513341582967,25,0.0
605,...82.....25.3.6.....1..9...6.4.7..8.9.2...7.5.....3..91.........39.....67......1,439826715125739684786145932362497158891253476547618329918574263253961847674382591,24,0.0
606,4....2..9....7...2.8..617........2.756....4.....51..3...5..9...1.8.......7..36...,417852369356974812289361745891643257563297481742518936625489173138725694974136528,24,2.8
607,.3.7...2.8.53.....9....8..14.9.....71......9......3...2....94......8.1.9....5....,631794528875312946942568731489126357123875694567943812218639475354287169796451283,22,1.7
608,.9...8..6...12..83........4....6.1..5.....3..6419....8.5...2....1.8.6.....3.4....,394578216765124983128693574839267145572481369641935728456312897917856432283749651,24,2.0
609,.6...34..1...27....3...4..2...9...45..1......7.....92...93.....54....26.2......8.,962853471154627398837194652326978145491265837785431926679382514548719263213546789,24,1.6
610,24.1.83.9...5.............5....471..8....9..4.5.2......9.47..8...3..2...6.1......,245168379137594862968723415329847156816359724754216938592471683473682591681935247,24,0.0
611,9.......725..6..1...17..2.83......81........9....25.....82.......681.4...3..7....,983152647257468913641793258362947581475681329819325764598234176726819435134576892,24,1.2
612,.1..9......68....55.....7.41....4.6.6..9.........6.2...5.7.1.2...2.......9.24...7,317495682246817395589623714125374869638952471974168253453781926762539148891246537,24,1.8
613,2..8...7...1..7....74..3.28.5.7....1....6.79....4.....4.....3....7.1....6......42,263849175581627934974153628356792481142568793798431256425986317837214569619375842,24,3.8
614,..2.........9.4..5.7.38.9......63..8.6.1......3......9..581..7.7..4.......85..2.6,942651387381974625576382914259763148864195732137248569625819473793426851418537296,25,3.9
615,....3..64.8.........76..5........79..5.4.1....1.29..4..63..21...............48..9,125837964684519273937624518246385791359471826718296345463952187891763452572148639,23,2.5
616,5...4...97..5..41.9....1.32...6...45..9....7.4.7.....3.3.........6.....82...9....,561342789723589416948761532312678945659234871487915623834156297196427358275893164,24,0.0
617,..8...........4.2..9.2..57.546..7...3...5..........18..6.5..4........9....431..6.,628795314715834629493261578546187293381952746972643185169578432837426951254319867,23,0.0
618,3.....7525.....1....7.4.3........6.8....8......3964....1...5..67..4.....2....7.3.,348619752592378164167542389971253648654781923823964517419835276735426891286197435,24,0.0
619,.9.....6226.7........1..4....267...8....1......15....4.....93......5..8...34..7..,197843562264795813385126479932674158548912637671538924756289341419357286823461795,23,1.9
620,3.8.............78.1...53...539.84...69.........6..5.27...2.8.1..5....4.8......2.,378264159546319278912785364253978416469152783187643592794526831625831947831497625,25,0.0
621,4.9..51......2.5.9..69....8.5..3....6.1....74.....7...2....1...7.86..9.........4.,429865137813724569576913428957436812681259374342187695264591783738642951195378246,24,1.0
622,....2.9.....5.836....7.......48..7.5..56.3..........1..47..5...9...47..3.6......9,853126947471598362296734581624819735185673294739452816347965128918247653562381479,24,1.5
623,......756..1.7........6.94....5....3..59...1...4...8......2....64......252...743.,482193756961475328753268941896541273375982614214736895139824567647359182528617439,24,0.0
624,2..36..9..1..548..7.......44.....5.6........3.7.2.......3.4......1...25....68....,284367195316954872759128634432879516968415723175236489823541967641793258597682341,23,2.4
625,..4..72...31.2...9.....9..39.6....5.78..9.......4...3....5..68.6.......2.2.......,894317265531624879267859143946283751783195426152476938419532687675948312328761594,23,2.7
626,.....8.643...79.1....6...2.7.6.35.......6.4..2.81.........8....19.7......3...1.7.,579218364362479518481653729746935281913862457258147936627384195195726843834591672,25,0.0
627,.......47...127......9.......6...9..2....5..337..1......8..6....9.2.386.....9.52.,962358147453127698781964352846732915219685473375419286128546739594273861637891524,24,2.2
628,....4.....41...3...6.5.3..9.394.58....2...9....6..8...2..8...1.........88..7.1296,325947681941682375768513429139425867582176934476398152297864513613259748854731296,27,1.5
629,.8.9.3...5.7.....6.245...7.9.178.......4..92..........7..3..2.5.....86......6....,186973452597824136324516879941782563675431928832695741768349215413258697259167384,24,0.0
630,.3...8.59.5....8.4...1.......3...6..42..........4397.....5.71....9......8.7...9..,134768259756923814298154367973215648421876593685439721342597186569381472817642935,23,1.2
631,.2...439..6.8...4...........4..81..5..9.6...7...7..4....8.13.2.2..9.7.8...1.4....,825174396367829541194536278742381965519462837683795412458613729236957184971248653,26,0.0
632,18........4.93......96.......725..3..5...9....9.....6...5.24.1.4.....39...2....7.,183547629746932158529681743617258934354769281298413567975324816461875392832196475,24,3.6
633,...63.....2.....8.1.3....59..8..39..3....12.....4..7......6..4.26.81.....7...5...,795638421426159387183742659658273914347591268912486735531967842269814573874325196,24,1.7
634,.1....3.8.7...3...9..4.1.6.52.1........6......8..92..11.....8..3....87.5.9....4..,416279358275863194938451267529184673741635982683792541157346829364928715892517436,25,0.0
635,..71...8.....7...1.....8.9...6.3....8...2..4......412743..1.....9...38..7..9.....,327196485589472631614358792246731958871529346953684127432817569195263874768945213,24,1.0
636,..5.89.1.4...1.6.5.2.....4..9.62...4...54....7............9..3...1..4.....7..59..,365489712478213695129756843893627154612548379754931268586192437931874526247365981,24,1.3
637,..8..7..........9..4..9.13568..43.....4...2..29.8....7...93.........4.1..5..8....,918357624563421798742698135687243951134579286295816347471935862829764513356182479,24,1.1
638,..6...1...75........4....766..24..........5.......83.78....3..4.1.5..8....3.9....,296487135375612489184359276637245918948731562521968347869123754412576893753894621,22,0.0
639,62............1.5..874......1.98.73...9...82..4................4....32...3.7.6.1.,621359487394871652587462193216985734759634821843127965175298346468513279932746518,23,0.0
640,5...7...6..2.3..9..67.....1..32...67...4.8....4........1.3...........1...74.29.8.,539871246182634795467952831893215467756498312241763958915387624328546179674129583,24,2.6
641,.........815.9..7.73..1.....8.2....5.7....6.8...4......64...8......5..9.1....2.3.,649725183815396274732814569483267915271539648596481327964173852327658491158942736,23,1.5
642,......78...2.1..5...7.5..1..59..3...7...65..13..4....64..8.6..7.9.............2..,513642789862917354947358612659173428784265931321489576435826197296731845178594263,24,0.0
643,....9...2..76...83.2.3.84.5..1..9...8........9....51.6..5.........1.2.4.......679,386594712547621983129378465631249857852716394974835126465987231793162548218453679,25,0.0
644,.3...57....2..1..89......62...2.6..7..61..8.41...5...........7.645.7.9....93.....,831625749462791358957483162398246517526137894174958623283519476645872931719364285,26,0.0
645,..2......1.4...8.......7.9.4.69.......852....2...7.6.9.....8..5...7.52...3.2....1,782193546194652837365487192456931728978526314213874659621348975849715263537269481,24,2.2
646,1..5.8.2.......386...74....2.53....1.43..1..5.......7..8....71.4............16...,139568427754192386862743159275389641643271895918654273386925714491837562527416938,24,1.9
647,........8.8....5.1..7..56328..1.7.....3.4.....2.9..3.65....6..3.3.7.......9....4.,315269478682374591947815632896137254153642789724958316571496823438721965269583147,25,0.0
648,..5..........4.3.22.6...8457.21.9...9..27.....6........3.8.2..1......5...2..93...,345728619819546372276931845752169438983274156164385297437852961698417523521693784,25,3.2
649,.....1.2..46.2...5.7.4....8..3...7.6......1.98.9.76.....75......8...9..7..4....3.,398751624146928375275463918413892756762345189859176243637514892581239467924687531,25,1.5
650,......4.......173..3.....1..1..6.3...27...9..8..51.......4.5.9.56...9..8...6.....,158793462246851739739246815415962387627384951893517624382475196564139278971628543,23,0.0
651,4.7.5.3.8.....4..26.....5...5.9736..19...8........5..32.................5482.91..,427156398315894762689732514854973621193628475762415983276341859931587246548269137,26,2.3
652,68.5.....5.3.........8.1..9..8.....24.......5.....58168.2..........4......5.79.4.,689534721513927684274861539958316472461782395327495816842153967796248153135679248,23,3.8
653,......75...1.8...33...6...1..4...5...7...9..2..2.7..9.8..5.4....9.....4..6....28.,286341759751982463349765821934216578678459132512873694827534916195628347463197285,24,2.2
654,2.......1....6.4.5..9.1..724..8.2.9..1........835............69...1.4....7....8..,268475931731269485549318672457832196912647358683591247124783569896154723375926814,23,0.0
655,4...2..6......9.....7...3.2...8.3....1.7..9...5....4..1....2.3......6..9.95...17.,439527861621389754587614392742893615816745923953261487164972538378156249295438176,23,2.4
656,5....9....4.........3.814.21.....2.3....48.9..7.....8..68...91.....93..7...5..3..,517429836842365179693781452184957263235648791976132584368274915451893627729516348,25,0.0
657,...97..12....5.........6...52...1...6...8..7.48......3......5....1.6.43....8426..,356974812142358769978216345527431986613589274489627153864193527291765438735842691,24,2.2
658,....2..6........417....6...16......83...8...5.4...3....3.9.......6.1.7..92.35.1..,513428967692735841784196532165249378379681425248573619831967254456812793927354186,24,0.0
659,..29..8..9..82...55.....2.12.9...........75.6...4...7....1.....7...4..3.6...8...2,142975863936821745587634291279568314814397526365412978423159687758246139691783452,24,0.0
660,.6....2........85...378...9.9.2..4.7.5.1............6.3.4..7.......2..1...9.1...4,968541273741932856523786149196253487457168392832479561314897625675324918289615734,23,3.1
661,.....865..6.7.......9..642..5.6..........4.9.327....4....8....5.7........1..5.83.,741298653265743981839516427954621378186374592327985146493862715578139264612457839,24,0.0
662,5...2...........61621...........7..983.4...5......8.1.1..3.29......6.8....2..9..3,598621437347985261621743598214537689839416752756298314185372946973164825462859173,24,0.0
663,..7....96.....93.....5.6..2.356..1...6...2.....4....878.....463....73...1........,327814596586729341491536872935687124768142935214395687872951463659473218143268759,24,1.9
664,..15.....3...4.8..8462......3.....922.59.1.8.1......7.....3.4.....8..7.1.....2..9,971583246352649817846217953738456192265971384194328675619735428523894761487162539,26,3.0
665,..65..1.3...1.9.843...7....84....2.67.2...........19..62......9..76....5....4....,496582173275139684381476592849357216712964358563821947624715839137698425958243761,25,0.0
666,...7....69.4.5....5.7.....3...1.58........71.....6...4..2.739.8.58..1....3.2.....,381724596964358271527619483273145869846932715195867324612573948758491632439286157,25,1.3
667,8.........5..46..7...9.3.42..3.......2..84....8.1.2..6397.2.......6.8........97.5,834217659259846137671953842913765284726384591485192376397521468542678913168439725,26,1.3
668,.5..2.......16....6475.............8.....93...284..76.3.....24..6.9...3117....5..,951723684832164975647598123793256418416879352528431769389615247265947831174382596,26,1.3
669,...7.6.....6....2..5.1......15..28.4.439.1...9.....5.....4.3.6......91.8..4.....2,428796351176385429359124687715632894843951276962847513281473965537269148694518732,25,1.1
670,..46..5.......9.6.23.....4....18.6....8.3......12...8.4.......21..5.4....6..2..9.,894612573517349268236758941342187659958436127671295384485963712129574836763821495,24,0.0
671,.........5....4.2.31457...9.7..46..1......7....2.8.3.....35.....2.6...5..........,287961435569834127314572869973246581856193742142785396691358274428617953735429618,22,0.0
672,4...8.1............7.41..83.2.....5...3.2.6.1..95...7.....3...49.....76..1.2.....,495387126381652947276419583627193458853724691149568372768935214932841765514276839,24,4.2
673,....5.....7.6...49...2..861.3.........6.8.7....24.5..3.9...1....6.54.9.7..1......,614958372278613549359274861935127684146389725782465193497831256863542917521796438,25,1.5
674,...63...9.......4.26..4....3.5....12.9.....58..8.1......47...9....4915....6...3..,547638129183279645269145837375986412691324758428517963854763291732491586916852374,25,0.0
675,........92...57..8..94.3.......82..6....7.3.5..3....7.31...8...7.....51.6..5...4.,534816729261957438879423651457382196926174385183695274315748962748269513692531847,25,0.0
676,....6...41.....56..23........86...3......9..5....4.27...5.7...18125.3........4..3,587962314194387562623451798748625139261739485359148276435876921812593647976214853,25,2.3
677,.1.9...6.....8...16.2...5.45...7..891...2.......4.1..6.4.........78.....36.7..9..,715942368439685721682137594524376189196528437873491256941263875257819643368754912,25,2.3
678,...2....12.....5.....13.8.2.....49.79.6.8.3....5.6.....1........39..5.7.6....9...,398256741271498536564137892183524967946781325725963184817342659439615278652879413,24,0.0
679,...95.....52...6......71......2....1..4..53.....18..7..3..289....8...4.5.9.......,816952743752834619943671852387246591124795386569183274431528967678319425295467138,23,1.7
680,....1..6.......45...43.7....6......5.1.7.5.4...8..23.6.8....9....3..4......178...,835419267197286453624357198469831725312765849758942316581623974273594681946178532,24,0.0
681,.5..2....8....1..6......19...6..73......3..2..4..9..6..9....7.4.3.......2..38....,951426873873951246624873195586247319719635428342198567198562734435719682267384951,22,2.1
682,.83.7.5.1.........5.4.......4.9...5.1..3.2.483..5...6...549..2.4....8....26.1....,283674591791825634564139872642987153159362748378541269815496327437258916926713485,27,0.0
683,...9......69..1...7.4.....12..63..9.....5.8.49.5......48.3....56...4..2.....8.7..,153928476869471253724563981218634597376259814945817632487392165691745328532186749,25,0.0
684,68.5.......92.4...........4..5...6.91....74...4..6...1..214...........8....9.67..,684579213359214867271683594835421679126397458947865321762148935493752186518936742,23,1.5
685,7.....4....49........3....2..954.1..36......4..2.....5.57...38....6.9.2..3..5....,713286459624915738598374612879542163365198274142763895957421386481639527236857941,24,0.0
686,.8..9..4...5..4...1..53.9.........5....8..4.3.29..7..1..4.821...9....53...7......,283791645975264318146538927438619752761825493529347861354982176892176534617453289,25,4.4
687,.751..8.44......7...92....6......6...57.4..8.21.....3.3....5.......8.....4..2.7..,675139824423658971189274356834512697957346182216897435391765248762483519548921763,24,1.2
688,.8......7....6..3.2...9764.......2.49..5.87....1..6....5..21..3.......1.7...59...,186432597497865132235197648678913254923548761541276389859621473362784915714359826,25,1.1
689,....9....38...7...1.7.8..6.4....2.3..2.5..7...6.8...1....3..4.1......2....6..1...,654193827382647195197285364415972638823516749769834512278369451931458276546721983,23,3.0
690,...56....265...7..........2.5.2.3.....7..4...3.1.....8.....5.8189.4.7..6.......3.,739562814265841793184739652658273149927184365341956278476325981893417526512698437,24,1.4
691,.2....95.....86..35.8...4.....9..27...41....6.....7...2.7...1...5..4..9..8.......,726314958491586723538279461315968274974125836862437519247693185153842697689751342,23,1.5
692,..5.............67..1.263...364.....7.......1....7.93..1...4.......98..234....7.8,695837124823149567471526389936481275752963841184275936218754693567398412349612758,24,2.2
693,.6.1...4...1..........59.7..8..7.3.51.........9.4.6...85...479...43........5..1..,765182943921743658348659271486971325137825469592436817853214796614397582279568134,24,0.0
694,...6..1.45......8..8.3...........36..74..1....2..3...573.......8.....2...1.2.94..,293687154567412983481395627958724361374561892126938745732846519849153276615279438,23,0.0
695,...2....9.5..6...1.68.....56.........21.5.3..7..3....8..21.7..38.....7......9..82,374215869259863471168479235683941527921758346745326918492187653816532794537694182,25,1.7
696,.9.6.....1.7....3.4.3....6....94.....4..281...71.......3...49.82.8.7.3...........,592613874167482539483597261325941687649728153871365492736254918258179346914836725,24,2.3
697,...95..8.5.3....7......81.2...2.........8.4.62.4...9..15...9...9.8.4.....4..1.5..,721956384583421679469378152816294735395187426274563918152639847938745261647812593,25,0.0
698,..2..7..9............386.1...97......3..58.6.5........9.46...5.2...947.8........4,162547389843912576795386412629731845431258967578469123984673251256194738317825694,24,4.3
699,.9.15..3...1..9...3...6..9..3.92..74..8...3..5........7............46..8.......59,497152836861739245325864197136928574978415362542673981784591623259346718613287459,23,0.0
